Código de ubicación	Ub Fisica	ZonaG	AnaquelG	Columna	Nivel	Número de artículo	Codigo GET	EMPRESA	AlmacenG	Codigo Barra	Descripción del artículo	Nombre de grupo	Unidad de medida de inventario	Ferreteria	Cantidad en almacén	CUUSD	CU SOL
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000111	24241Y-06-06.011Z	MP	APM-01		"CONEXION R1/R2 A 45° HEMBRA ORS 3/8"" A MANGUERA 3/8"" D: 11MM"	MANGUERA Y CONEXION	UNIDAD		20	3.070345433255269320843091334894614	10.4883
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000112	24241Y-08-08.015Z	MP	200		"CONEXION R1/R2 A 45° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		6	3.564637002341920374707259953161593	12.1768
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000112	24241Y-08-08.015Z	MP	300		"CONEXION R1/R2 A 45° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		8	3.564637002341920374707259953161593	12.1768
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000112	24241Y-08-08.015Z	MP	360		"CONEXION R1/R2 A 45° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		26	3.564637002341920374707259953161593	12.1768
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000112	24241Y-08-08.015Z	MP	385		"CONEXION R1/R2 A 45° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		9	3.564637002341920374707259953161593	12.1768
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000112	24241Y-08-08.015Z	MP	APM-01		"CONEXION R1/R2 A 45° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		26	3.564637002341920374707259953161593	12.1768
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000113	24241Y-10-10.016Z	MP	200		"CONEXION R1/R2 A 45° HEMBRA ORS 5/8"" A MANGUERA 5/8"" D: 16MM"	MANGUERA Y CONEXION	UNIDAD		23	4.859074941451990632318501170960187	16.5986
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000113	24241Y-10-10.016Z	MP	300		"CONEXION R1/R2 A 45° HEMBRA ORS 5/8"" A MANGUERA 5/8"" D: 16MM"	MANGUERA Y CONEXION	UNIDAD		2	4.859074941451990632318501170960187	16.5986
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000113	24241Y-10-10.016Z	MP	360		"CONEXION R1/R2 A 45° HEMBRA ORS 5/8"" A MANGUERA 5/8"" D: 16MM"	MANGUERA Y CONEXION	UNIDAD		23	4.859074941451990632318501170960187	16.5986
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000113	24241Y-10-10.016Z	MP	385		"CONEXION R1/R2 A 45° HEMBRA ORS 5/8"" A MANGUERA 5/8"" D: 16MM"	MANGUERA Y CONEXION	UNIDAD		9	4.859074941451990632318501170960187	16.5986
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000113	24241Y-10-10.016Z	MP	APM-01		"CONEXION R1/R2 A 45° HEMBRA ORS 5/8"" A MANGUERA 5/8"" D: 16MM"	MANGUERA Y CONEXION	UNIDAD		7	4.859074941451990632318501170960187	16.5986
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000114	24241Y-12-12.021Z	MP	200		"CONEXION R1/R2 A 45° HEMBRA ORS 3/4"" A MANGUERA 3/4"" D: 21MM"	MANGUERA Y CONEXION	UNIDAD		8	5.974033957845433255269320843091335	20.4073
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000114	24241Y-12-12.021Z	MP	300		"CONEXION R1/R2 A 45° HEMBRA ORS 3/4"" A MANGUERA 3/4"" D: 21MM"	MANGUERA Y CONEXION	UNIDAD		5	5.974033957845433255269320843091335	20.4073
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000114	24241Y-12-12.021Z	MP	360		"CONEXION R1/R2 A 45° HEMBRA ORS 3/4"" A MANGUERA 3/4"" D: 21MM"	MANGUERA Y CONEXION	UNIDAD		5	5.974033957845433255269320843091335	20.4073
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000114	24241Y-12-12.021Z	MP	385		"CONEXION R1/R2 A 45° HEMBRA ORS 3/4"" A MANGUERA 3/4"" D: 21MM"	MANGUERA Y CONEXION	UNIDAD		14	5.974033957845433255269320843091335	20.4073
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000114	24241Y-12-12.021Z	MP	APM-01		"CONEXION R1/R2 A 45° HEMBRA ORS 3/4"" A MANGUERA 3/4"" D: 21MM"	MANGUERA Y CONEXION	UNIDAD		5	5.974033957845433255269320843091335	20.4073
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000115	24241Y-16-16.024Z	MP	300		"CONEXION R1/R2 A 45° HEMBRA ORS 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		6	10.02066744730679156908665105386417	34.2306
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000115	24241Y-16-16.024Z	MP	360		"CONEXION R1/R2 A 45° HEMBRA ORS 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		5	10.02066744730679156908665105386417	34.2306
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000115	24241Y-16-16.024Z	MP	385		"CONEXION R1/R2 A 45° HEMBRA ORS 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		9	10.02066744730679156908665105386417	34.2306
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000115	24241Y-16-16.024Z	MP	APM-01		"CONEXION R1/R2 A 45° HEMBRA ORS 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		1	10.02066744730679156908665105386417	34.2306
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000116	24242Y-06-06.011Z	MP	300		"CONEXION R12 A 45° HEMBRA ORS 3/8"" A MANGUERA 3/8"" D: 11MM"	MANGUERA Y CONEXION	UNIDAD		8	3.09274004683840749414519906323185	10.5648
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000116	24242Y-06-06.011Z	MP	360		"CONEXION R12 A 45° HEMBRA ORS 3/8"" A MANGUERA 3/8"" D: 11MM"	MANGUERA Y CONEXION	UNIDAD		13	3.09274004683840749414519906323185	10.5648
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000117	24242Y-08-08.015Z	MP	300		"CONEXION R12 A 45° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		8	4.36700819672131147540983606557377	14.9177
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000117	24242Y-08-08.015Z	MP	360		"CONEXION R12 A 45° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		15	4.36700819672131147540983606557377	14.9177
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000117	24242Y-08-08.015Z	MP	385		"CONEXION R12 A 45° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		37	4.36700819672131147540983606557377	14.9177
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000118	24242Y-16-16.024Z	MP	300		"CONEXION R12 A 45° HEMBRA ORS 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		5	10.51440281030444964871194379391101	35.9172
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000118	24242Y-16-16.024Z	MP	360		"CONEXION R12 A 45° HEMBRA ORS 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		35	10.51440281030444964871194379391101	35.9172
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000118	24242Y-16-16.024Z	MP	385		"CONEXION R12 A 45° HEMBRA ORS 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		8	10.51440281030444964871194379391101	35.9172
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000119	24291Y-04-04.021Z	MP	200		"CONEXION R1/R2 A 90° HEMBRA ORS 1/4"" A MANGUERA 1/4"" D: 21MM"	MANGUERA Y CONEXION	UNIDAD		66	2.270199063231850117096018735362998	7.755
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000119	24291Y-04-04.021Z	MP	300		"CONEXION R1/R2 A 90° HEMBRA ORS 1/4"" A MANGUERA 1/4"" D: 21MM"	MANGUERA Y CONEXION	UNIDAD		4	2.270199063231850117096018735362998	7.755
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000119	24291Y-04-04.021Z	MP	360		"CONEXION R1/R2 A 90° HEMBRA ORS 1/4"" A MANGUERA 1/4"" D: 21MM"	MANGUERA Y CONEXION	UNIDAD		108	2.270199063231850117096018735362998	7.755
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000119	24291Y-04-04.021Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA ORS 1/4"" A MANGUERA 1/4"" D: 21MM"	MANGUERA Y CONEXION	UNIDAD		52	2.270199063231850117096018735362998	7.755
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000120	24291Y-06-04.023Z	MP	200		"CONEXION R1/R2 A 90° HEMBRA ORS 3/8"" A MANGUERA 1/4"" D: 23MM"	MANGUERA Y CONEXION	UNIDAD		10	2.730357142857142857142857142857143	9.3269
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000120	24291Y-06-04.023Z	MP	300		"CONEXION R1/R2 A 90° HEMBRA ORS 3/8"" A MANGUERA 1/4"" D: 23MM"	MANGUERA Y CONEXION	UNIDAD		5	2.730357142857142857142857142857143	9.3269
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000120	24291Y-06-04.023Z	MP	360		"CONEXION R1/R2 A 90° HEMBRA ORS 3/8"" A MANGUERA 1/4"" D: 23MM"	MANGUERA Y CONEXION	UNIDAD		57	2.730357142857142857142857142857143	9.3269
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000120	24291Y-06-04.023Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA ORS 3/8"" A MANGUERA 1/4"" D: 23MM"	MANGUERA Y CONEXION	UNIDAD		10	2.730357142857142857142857142857143	9.3269
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000121	24291Y-06-06.023Z	MP	200		"CONEXION R1/R2 A 90° HEMBRA ORS 3/8"" A MANGUERA 3/8"" D: 23MM"	MANGUERA Y CONEXION	UNIDAD		29	3.150058548009367681498829039812646	10.7606
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000121	24291Y-06-06.023Z	MP	300		"CONEXION R1/R2 A 90° HEMBRA ORS 3/8"" A MANGUERA 3/8"" D: 23MM"	MANGUERA Y CONEXION	UNIDAD		13	3.150058548009367681498829039812646	10.7606
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000121	24291Y-06-06.023Z	MP	360		"CONEXION R1/R2 A 90° HEMBRA ORS 3/8"" A MANGUERA 3/8"" D: 23MM"	MANGUERA Y CONEXION	UNIDAD		2	3.150058548009367681498829039812646	10.7606
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000121	24291Y-06-06.023Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA ORS 3/8"" A MANGUERA 3/8"" D: 23MM"	MANGUERA Y CONEXION	UNIDAD		35	3.150058548009367681498829039812646	10.7606
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000122	24291Y-08-06.029Z	MP	300		"CONEXION R1/R2 A 90° HEMBRA ORS 1/2"" A MANGUERA 3/8"" D: 29MM"	MANGUERA Y CONEXION	UNIDAD		9	3.176112412177985948477751756440281	10.8496
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000122	24291Y-08-06.029Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA ORS 1/2"" A MANGUERA 3/8"" D: 29MM"	MANGUERA Y CONEXION	UNIDAD		59	3.176112412177985948477751756440281	10.8496
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000122	24291Y-08-06.029Z	MP	APM-01		"CONEXION R1/R2 A 90° HEMBRA ORS 1/2"" A MANGUERA 3/8"" D: 29MM"	MANGUERA Y CONEXION	UNIDAD		5	3.176112412177985948477751756440281	10.8496
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000123	24291Y-08-08.029Z	MP	200		"CONEXION R1/R2 A 90° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 29MM"	MANGUERA Y CONEXION	UNIDAD		19	3.846867681498829039812646370023419	13.1409
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000123	24291Y-08-08.029Z	MP	300		"CONEXION R1/R2 A 90° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 29MM"	MANGUERA Y CONEXION	UNIDAD		18	3.846867681498829039812646370023419	13.1409
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000123	24291Y-08-08.029Z	MP	360		"CONEXION R1/R2 A 90° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 29MM"	MANGUERA Y CONEXION	UNIDAD		23	3.846867681498829039812646370023419	13.1409
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000123	24291Y-08-08.029Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA ORS 1/2"" A MANGUERA 1/2"" D: 29MM"	MANGUERA Y CONEXION	UNIDAD		26	3.846867681498829039812646370023419	13.1409
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000124	24291Y-10-10.032Z	MP	200		"CONEXION R1/R2 A 90° HEMBRA ORS 5/8"" A MANGUERA 5/8"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		11	4.743852459016393442622950819672131	16.205
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000124	24291Y-10-10.032Z	MP	300		"CONEXION R1/R2 A 90° HEMBRA ORS 5/8"" A MANGUERA 5/8"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		6	4.743852459016393442622950819672131	16.205
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000124	24291Y-10-10.032Z	MP	360		"CONEXION R1/R2 A 90° HEMBRA ORS 5/8"" A MANGUERA 5/8"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		3	4.743852459016393442622950819672131	16.205
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000124	24291Y-10-10.032Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA ORS 5/8"" A MANGUERA 5/8"" D: 32MM"	MANGUERA Y CONEXION	UNIDAD		25	4.743852459016393442622950819672131	16.205
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000125	24291Y-12-12.048Z	MP	200		"CONEXION R1/R2 A 90° HEMBRA ORS 3/4"" A MANGUERA 3/4"" D: 48MM"	MANGUERA Y CONEXION	UNIDAD		12	6.773272833723653395784543325526932	23.1375
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000125	24291Y-12-12.048Z	MP	300		"CONEXION R1/R2 A 90° HEMBRA ORS 3/4"" A MANGUERA 3/4"" D: 48MM"	MANGUERA Y CONEXION	UNIDAD		5	6.773272833723653395784543325526932	23.1375
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000125	24291Y-12-12.048Z	MP	360		"CONEXION R1/R2 A 90° HEMBRA ORS 3/4"" A MANGUERA 3/4"" D: 48MM"	MANGUERA Y CONEXION	UNIDAD		20	6.773272833723653395784543325526932	23.1375
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000125	24291Y-12-12.048Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA ORS 3/4"" A MANGUERA 3/4"" D: 48MM"	MANGUERA Y CONEXION	UNIDAD		10	6.773272833723653395784543325526932	23.1375
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000126	24291Y-16-16.056Z	MP	200		"CONEXION R1/R2 A 90° HEMBRA ORS 1"" A MANGUERA 1"" D: 56MM"	MANGUERA Y CONEXION	UNIDAD		6	10.5479800936768149882903981264637	36.0319
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000126	24291Y-16-16.056Z	MP	300		"CONEXION R1/R2 A 90° HEMBRA ORS 1"" A MANGUERA 1"" D: 56MM"	MANGUERA Y CONEXION	UNIDAD		7	10.5479800936768149882903981264637	36.0319
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000126	24291Y-16-16.056Z	MP	360		"CONEXION R1/R2 A 90° HEMBRA ORS 1"" A MANGUERA 1"" D: 56MM"	MANGUERA Y CONEXION	UNIDAD		9	10.5479800936768149882903981264637	36.0319
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000126	24291Y-16-16.056Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA ORS 1"" A MANGUERA 1"" D: 56MM"	MANGUERA Y CONEXION	UNIDAD		4	10.5479800936768149882903981264637	36.0319
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000132	26741Y-04-04.010Z	MP	200		"CONEXION R1/R2 A 45° HEMBRA JIC 1/4"" A MANGUERA 1/4"" D: 10MM"	MANGUERA Y CONEXION	UNIDAD		21	2.147218969555035128805620608899297	7.3349
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000132	26741Y-04-04.010Z	MP	360		"CONEXION R1/R2 A 45° HEMBRA JIC 1/4"" A MANGUERA 1/4"" D: 10MM"	MANGUERA Y CONEXION	UNIDAD		7	2.147218969555035128805620608899297	7.3349
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000132	26741Y-04-04.010Z	MP	385		"CONEXION R1/R2 A 45° HEMBRA JIC 1/4"" A MANGUERA 1/4"" D: 10MM"	MANGUERA Y CONEXION	UNIDAD		23	2.147218969555035128805620608899297	7.3349
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000133	26741Y-06-06.011Z	MP	200		"CONEXION R1/R2 A 45° HEMBRA JIC 3/8"" A MANGUERA 3/8"" D: 11MM"	MANGUERA Y CONEXION	UNIDAD		13	2.566569086651053864168618266978923	8.7674
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000133	26741Y-06-06.011Z	MP	300		"CONEXION R1/R2 A 45° HEMBRA JIC 3/8"" A MANGUERA 3/8"" D: 11MM"	MANGUERA Y CONEXION	UNIDAD		11	2.566569086651053864168618266978923	8.7674
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000133	26741Y-06-06.011Z	MP	360		"CONEXION R1/R2 A 45° HEMBRA JIC 3/8"" A MANGUERA 3/8"" D: 11MM"	MANGUERA Y CONEXION	UNIDAD		30	2.566569086651053864168618266978923	8.7674
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000133	26741Y-06-06.011Z	MP	385		"CONEXION R1/R2 A 45° HEMBRA JIC 3/8"" A MANGUERA 3/8"" D: 11MM"	MANGUERA Y CONEXION	UNIDAD		27	2.566569086651053864168618266978923	8.7674
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000134	26741Y-08-08.015Z	MP	200		"CONEXION R1/R2 A 45° HEMBRA JIC 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		10	3.483987119437939110070257611241218	11.9013
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000134	26741Y-08-08.015Z	MP	300		"CONEXION R1/R2 A 45° HEMBRA JIC 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		2	3.483987119437939110070257611241218	11.9013
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000134	26741Y-08-08.015Z	MP	360		"CONEXION R1/R2 A 45° HEMBRA JIC 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		20	3.483987119437939110070257611241218	11.9013
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000134	26741Y-08-08.015Z	MP	385		"CONEXION R1/R2 A 45° HEMBRA JIC 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		6	3.483987119437939110070257611241218	11.9013
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000134	26741Y-08-08.015Z	MP	APM-01		"CONEXION R1/R2 A 45° HEMBRA JIC 1/2"" A MANGUERA 1/2"" D: 15MM"	MANGUERA Y CONEXION	UNIDAD		8	3.483987119437939110070257611241218	11.9013
200-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000135	26741Y-16-16.024Z	MP	200		"CONEXION R1/R2 A 45° HEMBRA JIC 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		3	10.05105386416861826697892271662763	34.3344
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000135	26741Y-16-16.024Z	MP	300		"CONEXION R1/R2 A 45° HEMBRA JIC 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		9	10.05105386416861826697892271662763	34.3344
360-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000135	26741Y-16-16.024Z	MP	360		"CONEXION R1/R2 A 45° HEMBRA JIC 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		7	10.05105386416861826697892271662763	34.3344
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000135	26741Y-16-16.024Z	MP	385		"CONEXION R1/R2 A 45° HEMBRA JIC 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		10	10.05105386416861826697892271662763	34.3344
APM-01-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000135	26741Y-16-16.024Z	MP	APM-01		"CONEXION R1/R2 A 45° HEMBRA JIC 1"" A MANGUERA 1"" D: 24MM"	MANGUERA Y CONEXION	UNIDAD		5	10.05105386416861826697892271662763	34.3344
300-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000136	26791Y-04-04.021Z	MP	300		"CONEXION R1/R2 A 90° HEMBRA JIC 1/4"" A MANGUERA 1/4"" D:21MM"	MANGUERA Y CONEXION	UNIDAD		25	0.8091334894613583138173302107728337	2.764
385-UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA	UBICACIÓN-DE-SISTEMA				A23030000136	26791Y-04-04.021Z	MP	385		"CONEXION R1/R2 A 90° HEMBRA JIC 1/4"" A MANGUERA 1/4"" D:21MM"	MANGUERA Y CONEXION	UNIDAD		5	0.8091334894613583138173302107728337	2.764
